Age,Gender,Department,JobRole,MonthlyIncome,Education,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,OverTime,YearsAtCompany,TotalWorkingYears,DistanceFromHome,PerformanceRating,MaritalStatus,Attrition
34,Male,Sales,Manager,8184.0,2,Travel_Frequently,4,2,2,Yes,2,2.0,20.0,4,Single,No
39,Male,Research & Development,Research Scientist,4703.0,3,Travel_Rarely,2,2,1,No,3,3.0,5.0,4,Married,No
38,Male,Sales,Healthcare Representative,8509.0,3,Travel_Rarely,1,4,2,No,0,5.0,6.0,3,Married,Yes
39,Male,Research & Development,Sales Representative,4200.0,4,Travel_Frequently,1,1,2,No,1,5.0,9.0,4,Single,No
50,Male,Human Resources,Manufacturing Director,12653.0,5,Non-Travel,3,4,3,Yes,4,11.0,10.0,3,Single,Yes
50,Male,Sales,Human Resources,9716.0,2,Travel_Frequently,3,3,1,No,2,11.0,18.0,3,Married,No
42,Male,Research & Development,Manufacturing Director,5085.0,1,Travel_Rarely,3,4,2,No,0,4.0,1.0,3,Single,No
35,Male,Sales,Manager,4090.0,3,Travel_Frequently,2,4,3,No,13,20.0,1.0,4,Married,No
33,Female,Sales,Research Director,7220.0,2,Travel_Rarely,4,3,4,No,2,5.0,10.0,3,Married,No
30,Female,Research & Development,Manager,8041.0,5,Travel_Rarely,2,4,4,No,0,6.0,22.0,4,Divorced,No
38,Male,Research & Development,Manager,2484.0,2,Travel_Rarely,3,2,3,No,6,15.0,4.0,3,Divorced,Yes
36,Male,Research & Development,Healthcare Representative,9233.0,3,Travel_Rarely,4,1,4,No,13,21.0,1.0,4,Single,Yes
29,Female,Research & Development,Healthcare Representative,7764.0,4,Travel_Rarely,3,2,1,No,4,5.0,4.0,3,Married,Yes
19,Male,Research & Development,Sales Representative,10060.0,4,Travel_Rarely,2,4,3,Yes,2,5.0,1.0,3,Married,Yes
34,Male,Sales,Manager,2776.0,4,Travel_Rarely,2,1,3,Yes,5,7.0,16.0,3,Divorced,Yes
25,Female,Sales,Healthcare Representative,9481.0,3,Travel_Rarely,1,4,1,No,2,11.0,1.0,3,Single,Yes
24,Female,Research & Development,Sales Representative,15667.0,3,Travel_Rarely,4,1,4,No,6,15.0,6.0,4,Single,No
32,Male,Research & Development,Sales Executive,1281.0,3,Travel_Frequently,4,1,2,No,11,16.0,5.0,3,Divorced,Yes
40,Male,Research & Development,Sales Executive,4674.0,3,Travel_Frequently,2,3,3,No,5,5.0,2.0,3,Single,Yes
52,Female,Human Resources,Manager,2243.0,1,Travel_Frequently,4,3,1,Yes,4,11.0,1.0,3,Married,Yes
46,Male,Sales,Manager,14333.0,2,Travel_Rarely,4,4,1,No,6,12.0,8.0,3,Single,Yes
46,Female,Research & Development,Research Scientist,9246.0,4,Travel_Frequently,3,2,2,No,1,4.0,30.0,4,Single,Yes
38,Female,Research & Development,Laboratory Technician,6645.0,2,Travel_Frequently,1,1,2,Yes,8,12.0,1.0,3,Single,Yes
43,Male,Sales,Research Director,9160.0,4,Travel_Rarely,2,1,4,No,4,5.0,2.0,3,Married,Yes
47,Female,Sales,Sales Representative,11706.0,2,Travel_Rarely,3,2,1,No,9,12.0,2.0,3,Married,No
29,Male,Sales,Sales Representative,15316.0,4,Travel_Frequently,1,1,4,No,1,4.0,2.0,3,Married,Yes
24,Male,Research & Development,Healthcare Representative,5380.0,4,Travel_Rarely,4,3,1,No,14,23.0,9.0,3,Single,No
45,Male,Sales,Research Director,8995.0,2,Travel_Rarely,4,3,3,Yes,2,6.0,26.0,3,Married,No
19,Female,Sales,Sales Executive,10093.0,4,Travel_Rarely,2,4,3,No,13,21.0,,3,Single,Yes
47,Male,Sales,Manager,11597.0,1,Travel_Frequently,2,1,4,Yes,4,13.0,6.0,4,Single,Yes
24,Male,Research & Development,Human Resources,1432.0,3,Travel_Rarely,1,2,2,Yes,7,16.0,8.0,3,Single,Yes
30,Male,Research & Development,Sales Representative,4400.0,3,Travel_Rarely,1,4,1,No,0,9.0,14.0,3,Married,Yes
54,Female,Research & Development,Healthcare Representative,10258.0,3,Travel_Rarely,4,2,1,No,5,10.0,6.0,3,Single,No
31,Male,Research & Development,Manufacturing Director,11466.0,2,Travel_Frequently,4,3,4,No,10,15.0,4.0,3,Divorced,No
27,Male,Sales,Manager,7040.0,3,Travel_Rarely,4,4,2,Yes,1,7.0,8.0,3,Single,No
30,Male,Sales,Manager,4654.0,3,Travel_Rarely,2,2,1,No,7,14.0,6.0,3,Single,Yes
32,Male,Sales,Research Scientist,7327.0,5,Travel_Frequently,1,4,4,No,3,5.0,3.0,3,Married,No
34,Male,Research & Development,Manager,9513.0,3,Non-Travel,4,1,3,No,4,8.0,9.0,3,Married,No
29,Female,Research & Development,Manager,2252.0,3,Non-Travel,3,4,3,No,19,20.0,1.0,3,Divorced,Yes
34,Female,Research & Development,Research Director,5710.0,3,Travel_Rarely,4,4,3,No,0,6.0,7.0,3,Married,No
36,Female,Research & Development,Laboratory Technician,1771.0,2,Non-Travel,3,3,2,No,9,18.0,8.0,4,Married,No
35,Male,Research & Development,Laboratory Technician,6892.0,5,Travel_Rarely,2,1,1,No,1,6.0,1.0,3,Single,Yes
27,Male,Research & Development,Research Scientist,10284.0,5,Travel_Frequently,3,3,1,No,9,12.0,1.0,3,Single,Yes
36,Female,Sales,Healthcare Representative,10948.0,4,Travel_Rarely,2,1,3,Yes,0,0.0,4.0,3,Married,Yes
38,Male,Research & Development,Manager,6359.0,3,Travel_Frequently,3,4,1,No,7,12.0,3.0,4,Married,No
50,Female,Sales,Sales Executive,10108.0,3,Travel_Rarely,1,1,4,No,4,5.0,6.0,3,Single,Yes
23,Female,Sales,Research Director,10150.0,2,Travel_Rarely,4,4,4,Yes,3,9.0,11.0,4,Married,Yes
38,Female,Sales,Research Director,3743.0,4,Travel_Rarely,2,2,3,No,3,9.0,14.0,4,Married,No
39,Male,Research & Development,Manufacturing Director,5163.0,2,Travel_Rarely,4,1,4,Yes,1,6.0,1.0,3,Single,No
30,Male,Research & Development,Healthcare Representative,4925.0,1,Travel_Frequently,4,4,2,Yes,2,5.0,4.0,3,Single,Yes
53,Female,Sales,Research Director,2207.0,2,Travel_Frequently,1,3,3,No,14,21.0,10.0,3,Married,Yes
44,Female,Sales,Sales Representative,10958.0,3,Travel_Frequently,1,3,3,No,1,6.0,1.0,3,Single,Yes
47,Female,Research & Development,Manager,2507.0,3,Travel_Rarely,3,4,1,Yes,3,12.0,1.0,3,Single,Yes
25,Male,Research & Development,Laboratory Technician,7343.0,2,Travel_Rarely,2,2,1,No,7,7.0,7.0,4,Single,No
27,Female,Sales,Human Resources,1000.0,3,Travel_Rarely,4,2,3,Yes,2,11.0,5.0,3,Married,Yes
40,Male,Sales,Sales Executive,6860.0,3,Travel_Rarely,2,3,4,Yes,10,13.0,10.0,3,Married,No
45,Male,Sales,Sales Executive,1000.0,3,Non-Travel,3,4,3,Yes,5,8.0,18.0,3,Divorced,No
44,Male,Sales,Human Resources,6830.0,5,Travel_Rarely,2,4,3,Yes,9,13.0,2.0,3,Married,Yes
30,Male,Research & Development,Sales Executive,5063.0,4,Travel_Frequently,3,3,3,No,0,3.0,7.0,3,Single,No
35,Male,Research & Development,Healthcare Representative,4116.0,4,Travel_Frequently,2,4,4,No,4,12.0,5.0,3,Married,No
20,Male,Sales,Research Director,15385.0,2,Travel_Frequently,4,1,3,No,0,1.0,12.0,3,Single,Yes
22,Male,Sales,Laboratory Technician,5695.0,4,Travel_Frequently,2,3,3,No,2,9.0,4.0,3,Single,No
52,Male,Research & Development,Healthcare Representative,4997.0,2,Travel_Rarely,2,1,1,No,11,20.0,1.0,4,Married,No
36,Female,Human Resources,Laboratory Technician,4325.0,4,Travel_Rarely,3,2,2,Yes,1,4.0,6.0,3,Single,Yes
36,Male,Sales,Manufacturing Director,5471.0,3,Travel_Rarely,2,2,3,Yes,1,10.0,8.0,3,Single,Yes
40,Female,Human Resources,Laboratory Technician,6905.0,3,Travel_Rarely,2,4,2,Yes,1,5.0,18.0,4,Married,Yes
26,Female,Research & Development,Healthcare Representative,9177.0,1,Non-Travel,4,1,4,No,1,5.0,9.0,3,Divorced,No
50,Female,Sales,Research Director,10991.0,4,Travel_Rarely,4,4,1,No,2,10.0,1.0,3,Single,No
29,Male,Research & Development,Human Resources,1522.0,2,Travel_Rarely,3,2,2,Yes,2,10.0,4.0,3,Single,No
29,Male,Research & Development,Sales Executive,3178.0,1,Travel_Rarely,1,1,3,Yes,1,6.0,1.0,3,Married,Yes
34,Female,Sales,Manufacturing Director,2838.0,3,Travel_Rarely,3,1,2,No,0,9.0,18.0,3,Single,No
18,Female,Research & Development,Research Scientist,1213.0,2,Travel_Rarely,3,4,4,No,0,5.0,9.0,3,Married,No
34,Male,Sales,Sales Executive,4483.0,4,Travel_Rarely,4,3,3,Yes,24,31.0,1.0,4,Single,No
27,Male,Research & Development,Laboratory Technician,1000.0,3,Travel_Rarely,2,2,3,No,1,5.0,12.0,3,Married,Yes
20,Female,Sales,Research Scientist,6707.0,5,Travel_Rarely,2,1,1,No,0,8.0,20.0,3,Divorced,Yes
29,Female,Research & Development,Research Director,7440.0,4,Travel_Frequently,3,2,1,No,4,10.0,8.0,3,Single,No
38,Male,Sales,Sales Executive,6880.0,3,Non-Travel,2,4,1,No,0,3.0,4.0,3,Married,Yes
37,Female,Research & Development,Sales Representative,16689.0,3,Travel_Rarely,2,1,2,No,7,9.0,6.0,4,Married,Yes
34,Female,Sales,Research Director,5505.0,5,Travel_Rarely,1,3,4,No,0,4.0,8.0,3,Married,Yes
46,Female,Human Resources,Manufacturing Director,7681.0,4,Travel_Rarely,2,4,2,No,0,7.0,3.0,3,Married,No
34,Female,Sales,Laboratory Technician,8343.0,2,Travel_Frequently,4,2,3,No,10,11.0,8.0,4,Married,No
38,Male,Research & Development,Healthcare Representative,1000.0,3,Travel_Rarely,1,1,3,Yes,2,8.0,1.0,3,Single,Yes
29,Female,Research & Development,Sales Representative,1000.0,4,Travel_Frequently,2,3,3,Yes,5,7.0,22.0,3,Married,Yes
31,Male,Research & Development,Healthcare Representative,2068.0,2,Travel_Frequently,1,4,2,Yes,0,0.0,4.0,3,Single,Yes
21,Male,Research & Development,Research Director,3700.0,1,Travel_Rarely,3,2,3,No,4,6.0,8.0,3,Divorced,No
38,Male,Research & Development,Research Director,1000.0,2,Travel_Frequently,1,3,2,Yes,1,3.0,14.0,3,Married,Yes
43,Female,Sales,Research Scientist,5307.0,1,Travel_Rarely,2,4,4,No,13,19.0,1.0,3,Divorced,No
41,Male,Sales,Sales Representative,5829.0,3,Travel_Frequently,4,4,3,No,3,9.0,13.0,3,Divorced,No
33,Male,Sales,Manager,10422.0,4,Travel_Rarely,3,3,1,Yes,2,3.0,11.0,3,Married,No
40,Male,Research & Development,Research Scientist,8123.0,2,Travel_Rarely,4,3,1,No,1,7.0,5.0,3,Married,No
27,Male,Research & Development,Healthcare Representative,1000.0,4,Travel_Frequently,3,3,4,No,3,5.0,8.0,3,Single,Yes
45,Female,Sales,Research Director,5747.0,5,Travel_Rarely,4,1,4,No,1,1.0,12.0,3,Married,No
35,Female,Human Resources,Research Scientist,8246.0,3,Travel_Rarely,1,1,2,No,3,4.0,1.0,3,Single,Yes
38,Male,Sales,Research Scientist,9149.0,5,Travel_Rarely,3,2,4,Yes,3,12.0,15.0,3,Single,No
28,Female,Research & Development,Sales Executive,3084.0,2,Travel_Frequently,4,1,4,Yes,1,9.0,1.0,3,Married,No
43,Male,Research & Development,Manufacturing Director,13779.0,3,Travel_Rarely,3,1,1,Yes,6,11.0,12.0,3,Divorced,Yes
36,Female,Research & Development,Manager,7231.0,3,Travel_Rarely,2,3,3,No,3,11.0,1.0,3,Married,No
40,Female,Research & Development,Healthcare Representative,2332.0,3,Non-Travel,2,3,3,No,3,4.0,4.0,3,Single,Yes
38,Male,Sales,Laboratory Technician,3672.0,5,Travel_Rarely,4,3,1,No,5,12.0,13.0,3,Single,Yes
32,Female,Research & Development,Sales Representative,3475.0,3,Travel_Rarely,1,4,1,No,5,5.0,1.0,3,Married,Yes
38,Female,Research & Development,Manufacturing Director,5044.0,2,Travel_Rarely,2,3,2,No,2,7.0,18.0,4,Married,No
34,Male,Sales,Research Director,4644.0,1,Travel_Rarely,4,2,2,No,0,3.0,2.0,3,Married,Yes
18,Female,Research & Development,Research Director,11744.0,2,Travel_Frequently,2,1,2,No,0,5.0,14.0,3,Divorced,Yes
43,Male,Research & Development,Human Resources,5563.0,3,Travel_Rarely,4,1,2,No,3,6.0,9.0,4,Married,No
31,Female,Research & Development,Healthcare Representative,1000.0,3,Travel_Rarely,3,1,2,Yes,7,12.0,15.0,3,Married,No
25,Female,Sales,Research Scientist,5119.0,3,Travel_Frequently,4,2,4,No,5,14.0,1.0,4,Single,No
27,Female,Sales,Sales Executive,9689.0,1,Travel_Frequently,4,3,1,No,3,7.0,6.0,3,Single,No
45,Female,Research & Development,Research Director,3374.0,3,Travel_Rarely,3,3,3,No,1,10.0,1.0,3,Single,Yes
31,Female,Research & Development,Sales Executive,5877.0,4,Travel_Rarely,2,4,2,No,3,7.0,1.0,3,Married,No
45,Female,Research & Development,Research Scientist,14725.0,5,Travel_Rarely,1,3,2,Yes,1,5.0,9.0,3,Single,No
29,Female,Sales,Manufacturing Director,6643.0,3,Travel_Rarely,2,4,1,No,4,9.0,4.0,3,Single,No
32,Male,Sales,Healthcare Representative,10106.0,3,Travel_Rarely,2,4,1,No,13,16.0,2.0,3,Single,Yes
40,Female,Human Resources,Healthcare Representative,4264.0,2,Travel_Rarely,2,1,1,No,0,0.0,1.0,3,Married,No
46,Male,Sales,Healthcare Representative,2430.0,3,Travel_Rarely,3,3,2,Yes,3,4.0,24.0,4,Married,No
38,Female,Sales,Sales Executive,1791.0,3,Travel_Rarely,1,2,2,Yes,3,9.0,14.0,3,Married,Yes
48,Female,Human Resources,Laboratory Technician,3187.0,2,Non-Travel,3,1,2,No,0,2.0,1.0,3,Single,Yes
40,Male,Sales,Manager,11589.0,1,Travel_Rarely,3,2,2,No,5,5.0,1.0,3,Married,No
40,Female,Research & Development,Sales Executive,14169.0,3,Travel_Frequently,1,3,3,No,0,1.0,1.0,3,Married,Yes
41,Male,Sales,Healthcare Representative,1000.0,1,Travel_Rarely,2,2,4,Yes,2,7.0,11.0,3,Married,Yes
45,Male,Sales,Healthcare Representative,10609.0,2,Travel_Rarely,1,4,1,No,7,12.0,1.0,3,Married,Yes
49,Female,Research & Development,Research Director,1883.0,5,Travel_Frequently,1,2,2,No,6,12.0,4.0,3,Married,No
47,Male,Research & Development,Manager,1000.0,2,Travel_Frequently,4,3,4,No,0,6.0,2.0,3,Divorced,No
40,Female,Research & Development,Research Scientist,5217.0,3,Travel_Frequently,1,1,3,No,3,3.0,1.0,3,Single,No
42,Female,Human Resources,Laboratory Technician,6864.0,4,Travel_Rarely,2,4,3,No,4,4.0,10.0,3,Single,No
43,Male,Research & Development,Manager,12242.0,5,Non-Travel,3,4,2,No,6,9.0,3.0,3,Married,No
28,Male,Sales,Research Director,2263.0,5,Travel_Rarely,1,3,2,No,1,3.0,2.0,3,Married,Yes
42,Female,Research & Development,Manager,6499.0,2,Travel_Rarely,1,2,4,Yes,3,7.0,1.0,3,Single,Yes
33,Female,Research & Development,Healthcare Representative,7743.0,2,Travel_Rarely,4,4,4,Yes,1,4.0,1.0,3,Married,No
44,Male,Research & Development,Human Resources,10626.0,1,Non-Travel,4,3,1,No,5,10.0,8.0,3,Divorced,No
24,Female,Research & Development,Manufacturing Director,11485.0,5,Travel_Rarely,2,1,1,Yes,4,12.0,1.0,3,Married,No
48,Female,Research & Development,Manufacturing Director,5810.0,4,Travel_Rarely,1,3,4,No,3,10.0,2.0,3,Married,Yes
31,Female,Research & Development,Manufacturing Director,6120.0,3,Non-Travel,1,1,1,Yes,3,4.0,1.0,3,Married,Yes
33,Male,Sales,Manufacturing Director,1000.0,3,Travel_Rarely,3,2,1,No,3,6.0,8.0,3,Single,Yes
39,Male,Research & Development,Manufacturing Director,8356.0,2,Travel_Rarely,1,2,1,No,1,3.0,30.0,4,Married,Yes
25,Male,Research & Development,Sales Executive,9535.0,1,Travel_Rarely,4,3,1,No,8,10.0,12.0,3,Married,No
42,Male,Sales,Laboratory Technician,8630.0,1,Non-Travel,1,2,2,Yes,4,9.0,16.0,3,Single,Yes
27,Female,Human Resources,Manufacturing Director,1017.0,1,Travel_Rarely,3,4,2,No,1,6.0,7.0,3,Single,Yes
40,Male,Research & Development,Manager,13392.0,3,Travel_Frequently,4,3,4,No,1,7.0,1.0,3,Married,Yes
45,Female,Research & Development,Human Resources,2436.0,3,Travel_Frequently,2,3,2,No,4,7.0,3.0,3,Single,No
26,Female,Sales,Sales Executive,6114.0,3,Travel_Frequently,4,4,1,No,4,12.0,6.0,3,Married,Yes
34,Male,Sales,Human Resources,9636.0,4,Travel_Frequently,1,4,4,No,0,3.0,2.0,3,Single,No
42,Female,Research & Development,Manufacturing Director,1000.0,4,Travel_Rarely,3,2,2,No,5,8.0,30.0,3,Married,Yes
30,Female,Research & Development,Healthcare Representative,9630.0,4,Travel_Frequently,1,1,3,Yes,3,7.0,3.0,3,Single,Yes
30,Male,Research & Development,Laboratory Technician,14165.0,2,Travel_Rarely,4,4,2,Yes,4,4.0,5.0,3,Single,Yes
42,Male,Research & Development,Research Scientist,8055.0,3,Travel_Frequently,1,2,1,No,0,8.0,17.0,3,Divorced,Yes
33,Female,Research & Development,Healthcare Representative,6508.0,2,Travel_Rarely,2,3,4,No,4,10.0,10.0,3,Divorced,No
43,Male,Research & Development,Research Scientist,7696.0,2,Travel_Frequently,1,4,2,No,3,3.0,1.0,3,Married,No
24,Male,Sales,Laboratory Technician,8878.0,5,Travel_Frequently,4,3,1,No,3,6.0,5.0,3,Married,Yes
39,Female,Sales,Research Scientist,4303.0,3,Travel_Rarely,1,4,2,No,8,12.0,1.0,3,Single,Yes
57,Male,Sales,Sales Executive,8068.0,5,Non-Travel,4,3,4,No,0,5.0,10.0,3,Married,No
30,Female,Research & Development,Manufacturing Director,11855.0,4,Travel_Rarely,1,2,4,No,3,9.0,3.0,3,Single,No
18,Male,Research & Development,Laboratory Technician,7031.0,2,Non-Travel,1,2,2,Yes,0,5.0,19.0,4,Single,Yes
54,Female,Research & Development,Manufacturing Director,6347.0,3,Travel_Frequently,2,4,3,No,0,,19.0,4,Married,Yes
38,Male,Research & Development,Healthcare Representative,7080.0,2,Non-Travel,4,4,1,Yes,2,4.0,18.0,3,Married,No
58,Male,Sales,Sales Executive,1000.0,3,Travel_Rarely,2,4,3,Yes,3,5.0,1.0,3,Married,No
45,Male,Research & Development,Sales Executive,11141.0,3,Travel_Rarely,4,3,3,Yes,0,8.0,1.0,3,Single,Yes
44,Male,Research & Development,Laboratory Technician,8415.0,3,Travel_Frequently,4,3,4,Yes,0,4.0,,4,Married,No
37,Female,Research & Development,Research Scientist,14152.0,2,Travel_Rarely,1,4,1,Yes,0,1.0,9.0,3,Single,Yes
21,Male,Research & Development,Laboratory Technician,7936.0,4,Travel_Rarely,1,1,3,No,1,4.0,10.0,3,Single,Yes
35,Female,Sales,Research Scientist,8447.0,5,Non-Travel,4,2,2,Yes,1,1.0,9.0,3,Married,Yes
31,Female,Sales,Laboratory Technician,6346.0,3,Travel_Frequently,1,2,4,No,29,35.0,20.0,3,Single,Yes
29,Female,Research & Development,Sales Representative,5861.0,3,Non-Travel,1,3,4,No,8,14.0,16.0,3,Single,No
38,Female,Research & Development,Human Resources,5771.0,5,Travel_Rarely,4,2,1,No,1,5.0,9.0,3,Married,Yes
28,Female,Research & Development,Sales Executive,8916.0,4,Travel_Frequently,2,2,1,Yes,3,7.0,2.0,3,Married,Yes
36,Male,Sales,Manager,3636.0,3,Travel_Rarely,1,2,1,No,11,12.0,16.0,3,Single,Yes
24,Female,Sales,Research Director,7096.0,3,Travel_Rarely,1,2,2,No,0,3.0,10.0,3,Single,Yes
48,Female,Research & Development,Manufacturing Director,12900.0,3,Travel_Frequently,1,3,3,Yes,4,6.0,1.0,3,Married,No
43,Female,Sales,Healthcare Representative,10286.0,1,Travel_Frequently,1,1,1,No,11,15.0,5.0,3,Married,Yes
22,Female,Research & Development,Sales Executive,6848.0,3,Travel_Rarely,3,3,2,Yes,4,5.0,1.0,4,Married,No
35,Female,Research & Development,Research Scientist,4834.0,3,Travel_Rarely,4,3,2,Yes,2,5.0,10.0,3,Single,No
29,Female,Research & Development,Manufacturing Director,11478.0,3,Travel_Rarely,4,3,1,No,7,12.0,28.0,3,Married,No
34,Male,Sales,Sales Representative,14541.0,2,Travel_Frequently,2,2,2,No,1,6.0,1.0,3,Married,No
37,Female,Research & Development,Research Director,1000.0,4,Travel_Rarely,2,2,3,No,5,7.0,4.0,4,Single,No
29,Male,Sales,Sales Executive,9874.0,4,Non-Travel,2,4,2,No,0,2.0,1.0,3,Single,No
40,Male,Research & Development,Sales Representative,10608.0,3,Travel_Rarely,3,1,4,Yes,1,9.0,6.0,3,Married,No
58,Female,Research & Development,Research Director,6034.0,3,Travel_Frequently,4,3,1,No,7,9.0,4.0,3,Divorced,No
32,Female,Sales,Manager,1000.0,1,Travel_Rarely,1,4,2,No,0,0.0,11.0,4,Married,No
33,Male,Sales,Manufacturing Director,9452.0,3,Travel_Rarely,3,3,4,No,0,1.0,1.0,3,Single,No
43,Female,Research & Development,Manager,13546.0,4,Travel_Rarely,4,4,1,Yes,2,7.0,13.0,3,Divorced,Yes
49,Female,Sales,Healthcare Representative,16633.0,4,Travel_Frequently,3,2,2,No,4,13.0,2.0,4,Married,Yes
45,Female,Research & Development,Research Scientist,5916.0,2,Travel_Frequently,3,1,3,No,6,12.0,6.0,3,Single,Yes
39,Female,Sales,Manufacturing Director,1000.0,2,Travel_Rarely,4,2,3,Yes,4,7.0,26.0,3,Married,No
38,Female,Research & Development,Healthcare Representative,10815.0,4,Travel_Rarely,2,3,3,No,1,1.0,4.0,3,Single,No
46,Female,Research & Development,Research Scientist,1976.0,5,Travel_Rarely,3,3,2,No,4,8.0,7.0,3,Married,No
28,Female,Sales,Healthcare Representative,13887.0,3,Travel_Rarely,2,4,2,No,0,8.0,1.0,3,Single,Yes
41,Female,Research & Development,Research Director,7798.0,2,Travel_Rarely,3,1,3,Yes,12,17.0,3.0,3,Married,No
31,Female,Human Resources,Sales Representative,3317.0,2,Travel_Rarely,1,1,3,Yes,2,4.0,7.0,3,Married,Yes
21,Female,Sales,Human Resources,8315.0,5,Non-Travel,2,1,4,No,2,3.0,9.0,3,Married,Yes
43,Female,Research & Development,Sales Executive,8333.0,3,Travel_Frequently,4,3,3,No,9,16.0,5.0,3,Single,No
30,Female,Sales,Research Director,9385.0,3,Travel_Frequently,3,4,1,No,1,10.0,7.0,3,Married,Yes
28,Female,Research & Development,Healthcare Representative,6099.0,3,Travel_Rarely,1,1,3,Yes,5,9.0,3.0,3,Married,Yes
31,Female,Research & Development,Manager,13584.0,3,Travel_Frequently,4,1,4,Yes,15,17.0,3.0,3,Married,No
42,Female,Sales,Human Resources,10634.0,2,Travel_Rarely,1,2,2,Yes,0,4.0,1.0,3,Married,Yes
34,Female,Sales,Laboratory Technician,4476.0,3,Travel_Rarely,2,1,3,Yes,1,7.0,6.0,4,Married,Yes
24,Female,Sales,Manufacturing Director,8061.0,3,Non-Travel,3,1,1,Yes,17,21.0,1.0,4,Married,No
37,Female,Research & Development,Manufacturing Director,4247.0,1,Travel_Rarely,4,2,1,Yes,0,3.0,1.0,3,Married,Yes
36,Male,Sales,Healthcare Representative,3618.0,4,Travel_Rarely,2,4,1,Yes,5,14.0,1.0,4,Single,No
18,Female,Research & Development,Sales Executive,8224.0,5,Travel_Rarely,1,1,3,No,3,8.0,26.0,3,Married,Yes
48,Male,Research & Development,Laboratory Technician,1520.0,4,Travel_Rarely,1,2,2,No,2,2.0,2.0,3,Single,No
42,Female,Research & Development,Manufacturing Director,10767.0,3,Travel_Rarely,1,4,3,No,9,15.0,1.0,3,Single,Yes
36,Female,Human Resources,Research Scientist,6456.0,3,Travel_Rarely,3,2,1,No,10,13.0,3.0,3,Married,No
37,Female,Sales,Sales Representative,5728.0,2,Travel_Rarely,3,3,2,No,11,19.0,1.0,3,Divorced,No
34,Male,Research & Development,Manufacturing Director,1988.0,5,Non-Travel,4,2,2,No,14,16.0,1.0,4,Single,No
33,Female,Research & Development,Manager,9406.0,4,Travel_Rarely,4,1,2,Yes,1,4.0,1.0,3,Single,No
41,Male,Sales,Laboratory Technician,2272.0,3,Travel_Rarely,4,1,2,No,1,10.0,8.0,4,Married,Yes
55,Female,Sales,Sales Representative,7088.0,4,Travel_Frequently,4,1,4,No,0,6.0,9.0,3,Divorced,No
26,Male,Research & Development,Sales Executive,12868.0,4,Travel_Frequently,2,2,4,No,0,5.0,6.0,3,Divorced,No
49,Female,Research & Development,Manager,3003.0,3,Travel_Rarely,2,1,1,No,10,19.0,3.0,3,Divorced,No
29,Male,Sales,Manager,7062.0,2,Non-Travel,3,2,2,No,1,4.0,27.0,4,Married,No
37,Male,Sales,Laboratory Technician,5316.0,2,Travel_Rarely,1,1,3,No,3,5.0,6.0,3,Married,No
34,Male,Human Resources,Research Director,5967.0,5,Travel_Rarely,1,3,3,No,1,1.0,5.0,3,Divorced,No
25,Female,Human Resources,Healthcare Representative,5353.0,2,Travel_Frequently,4,3,1,No,0,4.0,14.0,3,Married,Yes
41,Male,Human Resources,Manager,1684.0,2,Travel_Frequently,4,4,2,No,0,0.0,1.0,3,Married,Yes
42,Female,Research & Development,Research Scientist,8726.0,2,Travel_Rarely,1,3,3,Yes,5,5.0,1.0,3,Divorced,Yes
34,Female,Sales,Healthcare Representative,7199.0,3,Travel_Rarely,3,3,4,No,14,17.0,3.0,3,Single,No
27,Female,Research & Development,Manager,4076.0,3,Travel_Rarely,3,3,4,No,1,9.0,10.0,3,Married,Yes
31,Male,Research & Development,Healthcare Representative,9326.0,2,Travel_Rarely,2,1,2,No,0,5.0,11.0,3,Single,Yes
40,Female,Sales,Sales Representative,3534.0,2,Non-Travel,4,1,2,No,2,2.0,4.0,3,Married,No
45,Female,Human Resources,Sales Representative,12068.0,3,Travel_Rarely,3,1,3,Yes,3,8.0,4.0,3,Single,No
34,Male,Sales,Manager,1602.0,3,Travel_Rarely,2,2,2,No,17,25.0,18.0,4,Single,Yes
34,Male,Research & Development,Laboratory Technician,2007.0,4,Travel_Frequently,3,1,2,No,10,16.0,1.0,3,Married,Yes
33,Male,Sales,Laboratory Technician,3437.0,4,Non-Travel,2,3,2,No,0,7.0,2.0,3,Married,Yes
32,Male,Sales,Research Director,8583.0,2,Travel_Rarely,1,1,3,No,1,4.0,1.0,3,Married,No
28,Male,Sales,Healthcare Representative,2312.0,4,Travel_Rarely,1,4,4,No,14,15.0,10.0,3,Single,No
42,Male,Sales,Healthcare Representative,,4,Non-Travel,2,3,1,Yes,10,10.0,1.0,3,Single,Yes
34,Female,Research & Development,Manager,10703.0,4,Travel_Frequently,3,1,3,No,0,4.0,7.0,3,Single,No
41,Female,Sales,Sales Representative,8634.0,4,Travel_Rarely,3,3,2,No,13,18.0,4.0,4,Single,No
34,Female,Sales,Laboratory Technician,11976.0,3,Travel_Rarely,4,2,2,No,2,7.0,9.0,3,Married,Yes
37,Female,Sales,Manager,2877.0,4,Travel_Rarely,1,1,4,Yes,3,4.0,14.0,3,Married,Yes
45,Male,Sales,Manufacturing Director,6384.0,1,Travel_Frequently,1,1,1,No,12,14.0,11.0,3,Married,Yes
38,Male,Research & Development,Manufacturing Director,3201.0,2,Travel_Frequently,1,2,1,No,3,4.0,3.0,4,Single,Yes
